iter	Passed	Remaining
221	20875	73159
222	20975	73086
223	21090	73064
224	21201	73027
225	21301	72953
226	21404	72888
227	21512	72840
228	21623	72802
229	21733	72761
230	21856	72759
231	21972	72735
232	22081	72689
233	22194	72654
234	22300	72596
235	22387	72476
236	22470	72341
237	22580	72294
238	22681	72219
239	22751	72047
240	22842	71940
241	22905	71743
242	23007	71674
243	23114	71616
244	23223	71567
245	23318	71472
246	23423	71407
247	23533	71359
248	23637	71291
249	23748	71246
250	23862	71206
251	23972	71155
252	24075	71083
253	24182	71024
254	24306	71013
255	24408	70938
256	24490	70802
257	24597	70741
258	24696	70657
259	24796	70575
260	24895	70489
261	25018	70471
262	25130	70423
263	25235	70353
264	25345	70298
265	25444	70210
266	25558	70166
267	25660	70088
268	25761	70005
269	25859	69916
270	25977	69880
271	26103	69864
272	26207	69789
273	26318	69734
274	26428	69674
275	26529	69591
276	26627	69501
277	26741	69450
278	26809	69281
279	26913	69205
280	27019	69135
281	27144	69111
282	27263	69074
283	27360	68978
284	27465	68904
285	27578	68850
286	27683	68773
287	27782	68685
288	27888	68611
289	27989	68527
290	28103	68471
291	28211	68402
292	28326	68350
293	28427	68265
294	28537	68199
295	28642	68121
296	28746	68044
297	28872	68015
298	28994	67976
299	29119	67945
300	29210	67833
301	29312	67747
302	29423	67683
303	29542	67637
304	29656	67577
305	29765	67507
306	29872	67432
307	29975	67348
308	30082	67271
309	30191	67200
310	30306	67141
311	30413	67066
312	30534	67020
313	30639	66938
314	30776	66927
315	30878	66838
316	30983	66755
317	31102	66705
318	31210	66628
319	31319	66553
320	31420	66463
321	31527	66384
322	31640	66317
323	31757	66260
324	31857	66166
325	31954	66065
326	32056	65975
327	32153	65875
328	32265	65805
329	32372	65726
330	32476	65640
331	32586	65566
332	32721	65540
333	32853	65509
334	32990	65488
335	33117	65447
336	33252	65419
337	33362	65343
338	33471	65264
339	33573	65171
340	33660	65050
341	33762	64957
342	33868	64873
343	33973	64786
344	34084	64710
345	34181	64609
346	34285	64520
347	34383	64419
348	34492	64340
349	34555	64175
350	34661	64090
351	34772	64012
352	34875	63921
353	34960	63798
354	35047	63676
355	35151	63588
356	35252	63493
357	35353	63398
358	35450	63296
359	35557	63213
360	35659	63121
361	35754	63015
362	35884	62971
363	35988	62880
364	36093	62792
365	36201	62709
366	36311	62629
367	36424	62555
368	36525	62459
369	36626	62364
370	36738	62286
371	36854	62217
372	36966	62139
373	37070	62047
374	37181	61969
375	37302	61907
376	37407	61816
377	37513	61728
378	37618	61638
379	37725	61551
380	37840	61479
381	37945	61388
382	38040	61282
383	38157	61211
384	38268	61129
385	38379	61048
386	38483	60957
387	38589	60867
388	38694	60777
389	38817	60714
390	38936	60644
391	39044	60558
392	39151	60471
393	39273	60405
394	39378	60313
395	39485	60225
396	39583	60122
397	39695	60042
398	39833	60000
399	39933	59899
400	40034	59801
401	40140	59711
402	40263	59646
403	40377	59566
404	40487	59481
405	40600	59401
406	40713	59319
407	40817	59224
408	40926	59138
409	41061	59088
410	41187	59025
411	41287	58924
412	41399	58841
413	41500	58742
414	41616	58664
415	41721	58571
416	41821	58469
417	41923	58372
418	42044	58299
419	42142	58196
420	42253	58110
421	42351	58007
422	42454	57910
423	42547	57800
424	42654	57708
425	42770	57629
426	42881	57543
427	42977	57437
428	43057	57309
429	43157	57208
430	43267	57120
431	43373	57028
432	43494	56955
433	43601	56862
434	43708	56770
435	43811	56673
436	43912	56573
437	44027	56492
438	44161	56434
439	44328	56418
440	44457	56353
441	44573	56271
442	44694	56195
443	44827	56134
444	44952	56064
445	45072	55987
446	45194	55911
447	45327	55850
448	45467	55795
449	45606	55740
450	45754	55697
451	45873	55615
452	45983	55525
453	46090	55430
454	46216	55358
455	46325	55265
456	46435	55174
457	46540	55076
458	46656	54991
459	46768	54901
460	46888	54821
461	46993	54724
462	47111	54641
463	47219	54546
464	47313	54436
465	47415	54334
466	47498	54210
467	47602	54112
468	47719	54028
469	47839	53946
470	47950	53855
471	48053	53754
472	48157	53655
473	48236	53528
474	48346	53435
475	48480	53369
476	48599	53286
477	48705	53189
478	48813	53093
479	48922	52999
480	49033	52906
481	49138	52808
482	49257	52725
483	49387	52652
484	49492	52554
485	49604	52462
486	49709	52363
487	49843	52295
488	49957	52204
489	50080	52124
490	50233	52075
491	50392	52031
492	50518	51953
493	50677	51908
494	50849	51877
495	51013	51836
496	51195	51813
497	51426	51839
498	51637	51844
499	51838	51838
500	52012	51804
501	52168	51753
502	52320	51696
503	52457	51625
504	52604	51562
505	52783	51531
506	52923	51462
507	53064	51393
508	53219	51337
509	53346	51254
510	53476	51174
511	53602	51090
512	53712	50990
513	53834	50901
514	53951	50808
515	54075	50722
516	54189	50625
517	54325	50549
518	54453	50466
519	54575	50377
520	54699	50289
521	54823	50202
522	54979	50143
523	55095	50048
524	55191	49935
525	55326	49856
526	55495	49808
527	55701	49793
528	55909	49779
529	56117	49764
530	56345	49766
531	56601	49792
532	56852	49812
533	57053	49788
534	57261	49769
535	57471	49751
536	57633	49691
537	57822	49654
538	58015	49620
539	58153	49538
540	58321	49481
541	58531	49460
542	58778	49468
543	58964	49425
544	59156	49387
545	59359	49357
546	59553	49319
547	59732	49268
548	59933	49235
549	60155	49217
550	60352	49180
551	60525	49122
552	60709	49072
553	60898	49026
554	61039	48941
555	61187	48861
556	61308	48760
557	61415	48648
558	61542	48551
559	61683	48465
560	61765	48333
561	61883	48229
562	62018	48138
563	62165	48057
564	62279	47950
565	62426	47867
566	62582	47792
567	62705	47691
568	62817	47582
569	62952	47490
570	63072	47387
571	63210	47297
572	63330	47194
573	63444	47086
574	63561	46980
575	63674	46871
576	63780	46757
577	63901	46654
578	64004	46538
579	64107	46422
580	64222	46315
581	64330	46202
582	64425	46081
583	64538	45972
584	64662	45871
585	64770	45759
586	64892	45656
587	65032	45566
588	65272	45546
589	65439	45475
590	65562	45372
591	65675	45263
592	65829	45181
593	65981	45098
594	66116	45003
595	66218	44886
596	66328	44774
597	66448	44669
598	66546	44549
599	66643	44429
600	66746	44312
601	66841	44190
602	66949	44077
603	67068	43972
604	67187	43866
605	67311	43763
606	67419	43650
607	67564	43561
608	67787	43521
609	67948	43442
610	68075	43341
611	68186	43229
612	68292	43114
613	68410	43007
614	68523	42896
615	68643	42790
616	68767	42687
617	68880	42576
618	68995	42467
619	69100	42351
620	69197	42231
621	69277	42100
622	69379	41984
623	69477	41864
624	69585	41751
625	69683	41631
626	69797	41522
627	69913	41413
628	70025	41303
629	70135	41190
630	70230	41069
631	70333	40953
632	70430	40834
633	70545	40724
634	70635	40601
635	70760	40497
636	70893	40399
637	71016	40294
638	71129	40184
639	71252	40079
640	71361	39966
641	71474	39856
642	71594	39749
643	71698	39634
644	71788	39511
645	71883	39391
646	71997	39281
647	72107	39169
648	72220	39059
649	72335	38949
650	72446	38838
651	72554	38725
652	72660	38611
653	72780	38504
654	72880	38387
655	72988	38274
656	73120	38173
657	73250	38072
658	73352	37956
659	73458	37842
660	73562	37727
661	73658	37608
662	73836	37530
663	73961	37426
664	74069	37313
665	74184	37203
666	74302	37095
667	74421	36987
668	74535	36877
669	74670	36778
670	74895	36722
671	75131	36671
672	75318	36596
673	75510	36522
674	75664	36430
675	75826	36342
676	75951	36236
677	76079	36132
678	76213	36030
679	76315	35913
680	76435	35804
681	76541	35689
682	76645	35573
683	76749	35457
684	76858	35343
685	76953	35223
686	77063	35110
687	77152	34987
688	77255	34871
689	77349	34751
690	77440	34629
691	77541	34512
692	77649	34398
693	77759	34285
694	77865	34171
695	77971	34056
696	78094	33949
697	78217	33842
698	78335	33732
699	78454	33623
700	78566	33511
701	78675	33398
702	78785	33284
703	78884	33167
704	78992	33053
705	79106	32942
706	79222	32831
707	79329	32717
708	79418	32596
709	79524	32481
710	79618	32362
711	79731	32250
712	79831	32133
713	79929	32016
714	80051	31908
715	80216	31817
716	80411	31738
717	80563	31641
718	80718	31546
719	80901	31461
720	81082	31375
721	81160	31250
722	81307	31151
723	81430	31042
724	81579	30943
725	81719	30841
726	81862	30740
727	82044	30653
728	82184	30551
729	82344	30456
730	82509	30362
731	82668	30266
732	82815	30166
733	82974	30069
734	83123	29969
735	83252	29862
736	83380	29754
737	83499	29643
738	83634	29537
739	83774	29434
740	83912	29329
741	84053	29226
742	84180	29117
743	84309	29009
744	84426	28897
745	84535	28782
746	84630	28663
747	84728	28545
748	84853	28435
749	84968	28322
750	85082	28209
751	85198	28097
752	85309	27983
753	85436	27874
754	85554	27762
755	85683	27654
756	85819	27548
757	85968	27446
758	86098	27338
759	86241	27234
760	86365	27124
761	86480	27010
762	86585	26894
763	86706	26783
764	86828	26672
765	86947	26561
766	87064	26448
767	87178	26335
768	87277	26217
769	87398	26106
770	87518	25994
771	87637	25882
772	87750	25768
773	87856	25653
774	87962	25537
775	88118	25436
776	88241	25325
777	88372	25216
778	88479	25101
779	88592	24987
780	88703	24873
781	88827	24762
782	88935	24647
783	89032	24529
784	89148	24416
785	89318	24318
786	89442	24207
787	89542	24090
788	89667	23979
789	89757	23859
790	89860	23743
791	89962	23626
792	90080	23514
793	90173	23395
794	90282	23280
795	90381	23163
796	90477	23045
797	90594	22932
798	90716	22820
799	90845	22711
800	91002	22608
801	91118	22495
802	91259	22388
803	91415	22285
804	91565	22180
805	91721	22076
806	91884	21974
807	92024	21867
808	92145	21755
809	92259	21641
810	92375	21527
811	92481	21411
812	92546	21286
813	92625	21165
814	92752	21054
815	92894	20946
816	93002	20831
817	93114	20717
818	93220	20601
819	93337	20488
820	93466	20378
821	93604	20269
822	93732	20158
823	93883	20052
824	94026	19944
825	94151	19833
826	94274	19721
827	94392	19608
828	94495	19491
829	94610	19378
830	94698	19258
831	94803	19143
832	94915	19028
833	95018	18912
834	95129	18797
835	95239	18683
836	95343	18567
837	95465	18455
838	95566	18338
839	95668	18222
840	95780	18108
841	95902	17996
842	96008	17880
843	96113	17765
844	96221	17650
845	96338	17536
846	96439	17420
847	96555	17307
848	96666	17192
849	96779	17078
850	96874	16961
851	96949	16840
852	97045	16724
853	97138	16606
854	97245	16491
855	97339	16374
856	97439	16258
857	97543	16143
858	97637	16026
859	97743	15911
860	97844	15796
861	97951	15681
862	98063	15567
863	98176	15453
864	98287	15339
865	98403	15226
866	98502	15110
867	98607	14995
868	98728	14883
869	98848	14770
870	98969	14658
871	99042	14538
872	99164	14425
873	99300	14315
874	99415	14202
875	99533	14089
876	99597	13968
877	99709	13854
878	99818	13740
879	99931	13627
880	100082	13518
881	100218	13407
882	100347	13296
883	100472	13184
884	100590	13071
885	100720	12959
886	100836	12846
887	100955	12733
888	101061	12618
889	101169	12504
890	101277	12389
891	101394	12276
892	101497	12161
893	101592	12045
894	101695	11930
895	101928	11830
896	102128	11727
897	102300	11619
898	102446	11509
899	102587	11398
900	102735	11288
901	102899	11179
902	103066	11071
903	103247	10964
904	103355	10849
905	103514	10739
906	103664	10629
907	103809	10518
908	103963	10407
909	104079	10293
910	104183	10178
911	104340	10067
912	104506	9958
913	104658	9847
914	104810	9736
915	104958	9624
916	105120	9514
917	105186	9395
918	105279	9279
919	105351	9160
920	105469	9046
921	105574	8931
922	105690	8817
923	105805	8702
924	105910	8587
925	106010	8471
926	106126	8357
927	106219	8241
928	106336	8126
929	106456	8012
930	106588	7899
931	106699	7784
932	106792	7668
933	106905	7554
934	107036	7441
935	107155	7326
936	107235	7210
937	107333	7094
938	107427	6978
939	107530	6863
940	107634	6748
941	107735	6633
942	107833	6518
943	107940	6403
944	108046	6288
945	108166	6174
946	108273	6059
947	108373	5944
948	108474	5829
949	108587	5715
950	108708	5601
951	108834	5487
952	108943	5372
953	109037	5257
954	109163	5143
955	109285	5029
956	109394	4915
957	109509	4801
958	109607	4686
959	109728	4572
960	109838	4457
961	109949	4343
962	110051	4228
963	110152	4113
964	110217	3997
965	110327	3883
966	110426	3768
967	110541	3654
968	110644	3539
969	110736	3424
970	110841	3310
971	110955	3196
972	111043	3081
973	111148	2966
974	111256	2852
975	111364	2738
976	111467	2624
977	111581	2510
978	111687	2395
979	111790	2281
980	111908	2167
981	112016	2053
982	112119	1938
983	112227	1824
984	112345	1710
985	112463	1596
986	112562	1482
987	112652	1368
988	112757	1254
989	112858	1139
990	112957	1025
991	113060	911
992	113162	797
993	113254	683
994	113354	569
995	113462	455
996	113568	341
997	113670	227
998	113789	113
999	113909	0
