iter	Logloss	Accuracy
882	0.1072259938	0.9707419416
883	0.1072078363	0.9707037955
884	0.1071824645	0.9707800877
885	0.1071728005	0.9708182338
886	0.1071517505	0.9708182338
887	0.1070758282	0.9708563799
888	0.1070625126	0.9708182338
889	0.1070107413	0.9708182338
890	0.1070044792	0.9708182338
891	0.106997728	0.9708563799
892	0.1069967658	0.9708563799
893	0.1069554937	0.9708563799
894	0.1069040079	0.9709326721
895	0.1068739138	0.9710852565
896	0.1068616711	0.9710852565
897	0.1068140199	0.9710471104
898	0.1068121184	0.9710471104
899	0.1068110957	0.9710471104
900	0.1068092522	0.9710471104
901	0.1068077079	0.9710471104
902	0.1067866353	0.9710089643
903	0.1067749767	0.9710089643
904	0.1067135282	0.9709708182
905	0.1066946235	0.9709326721
906	0.1066890774	0.9709326721
907	0.1066805836	0.9709326721
908	0.1066728834	0.9709708182
909	0.1066624233	0.9709708182
910	0.1066591027	0.9709708182
911	0.106648107	0.970894526
912	0.1066155382	0.9709708182
913	0.106592657	0.9709708182
914	0.106566106	0.9709708182
915	0.1065517742	0.9709708182
916	0.1065481621	0.9709708182
917	0.1065335739	0.9709708182
918	0.1065311032	0.9709708182
919	0.1064724624	0.9710852565
920	0.1064526766	0.9711234026
921	0.1064349486	0.9711234026
922	0.1063897978	0.9711615487
923	0.1063862726	0.9711615487
924	0.1063858997	0.9711615487
925	0.1063667296	0.9711234026
926	0.1062882128	0.9711996948
927	0.1062708445	0.9711615487
928	0.1062344082	0.971275987
929	0.1062231275	0.971275987
930	0.1061755721	0.9713141331
931	0.1061739887	0.9713141331
932	0.1061642878	0.9711996948
933	0.106162483	0.9711996948
934	0.1061574854	0.9711996948
935	0.106156867	0.9711996948
936	0.1061499961	0.9711996948
937	0.1061496427	0.9711996948
938	0.1060481969	0.971275987
939	0.1060464661	0.971275987
940	0.1060436494	0.971275987
941	0.1060428094	0.971275987
942	0.1060388865	0.971275987
943	0.1060073393	0.971275987
944	0.1059801049	0.9713522792
945	0.1059793909	0.9713522792
946	0.1059724932	0.9713522792
947	0.1059526726	0.971275987
948	0.1059513587	0.971275987
949	0.1059315078	0.971275987
950	0.1059305446	0.971275987
951	0.1059196569	0.9713141331
952	0.1058798177	0.9713141331
953	0.1058202078	0.9714667175
954	0.1058090859	0.9714667175
955	0.1058086782	0.9714285714
956	0.10575103	0.9714667175
957	0.1057435107	0.9715048636
958	0.1057416002	0.9715048636
959	0.1057407616	0.9715048636
960	0.1057019791	0.9714667175
961	0.1056927124	0.9714667175
962	0.1056919126	0.9714667175
963	0.1056909912	0.9714667175
964	0.1055656997	0.9714667175
965	0.1055653689	0.9714667175
966	0.1055605317	0.9714667175
967	0.1055580383	0.9715048636
968	0.105549174	0.9715048636
969	0.1055404293	0.9714667175
970	0.1055335381	0.9714667175
971	0.1055268852	0.9715430097
972	0.1054088517	0.9716193019
973	0.105360125	0.9715811558
974	0.105342277	0.9715811558
975	0.1053221278	0.9715811558
976	0.1053205227	0.9715811558
977	0.1052943227	0.9716193019
978	0.1052923165	0.9716193019
979	0.1052919953	0.9716193019
980	0.105291507	0.9716193019
981	0.1052819214	0.9716193019
982	0.1052503516	0.9715811558
983	0.1052402386	0.9716193019
984	0.105213713	0.971657448
985	0.1052072585	0.971657448
986	0.1051998215	0.971657448
987	0.1051970713	0.971657448
988	0.105160758	0.9716193019
989	0.1051595027	0.9716193019
990	0.1051383135	0.971657448
991	0.1051142332	0.9715048636
992	0.1051097834	0.9715048636
993	0.1050926953	0.9715430097
994	0.1050827293	0.9715430097
995	0.1050674659	0.9715430097
996	0.1050651248	0.9715430097
997	0.1050631641	0.9715430097
998	0.1050598357	0.9715430097
999	0.1050557946	0.9715430097
